participant_id,run_id,recorded_at,confirmationCode,question_id,value,total_rt,valid,trial_index,trial_type,ip,user_agent
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3m2,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,4N,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS3,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS4,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3n2,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,5I,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS5,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3p2,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3m3,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS6,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3n3,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,6E,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3p3,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3m4,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,7A,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS7,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,8C,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,9N,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS8,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,10I,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,11E,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS9,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,12A,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3n4,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS10,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS11,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,13C,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,14N,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3p4,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,15I,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,16E,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3m5,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS12,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3n5,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,17A,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS13,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,18C,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,19N,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS14,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS15,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,20I,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3p5,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS16,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS17,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3m6,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS18,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS19,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3n6,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3p6,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS20,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS21,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3m7,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3n7,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3p7,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3m8,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS22,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS23,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3n8,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3p8,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS24,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS25,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS26,Agree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS27,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3m9,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS28,Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS29,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS30,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS31,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS32,Disagree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,SDS33,Agree Strongly,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3n9,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,sd3p9,Neither Agree nor Disagree,1042486.0,,4,survey-multi-choice,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,machiv_clean_interpersonal_tactics_6_broad,"I completely trust my mom. She’s always had my back, and over the years, we’ve built a bond that’s hard to break. With her, I feel safe sharing anything because I know she won’t let me down. But when it comes to other people, especially strangers, I think it’s smart to be cautious. Trusting someone fully too quickly can leave you open to disappointment, or worse, betrayal. You can never truly know someone’s intentions until you’ve seen how they act in different situations. I tend to trust people I know well, but I keep my guard up with new faces. It’s all about finding a balance between being open and protecting yourself. Trust is important, but so is being mindful of who you let in.",1042486.0,TRUE,8,survey-text,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,machiv_clean_views_of_human_nature_10_specific,"I don’t think cutting corners is essential to getting ahead. Sure, it might give you quick results, but it often comes with risks—like getting caught or damaging your reputation. Taking shortcuts might help you in the short term, but it can lead to bigger issues down the line, like a lack of trust from colleagues or even bigger mistakes that could’ve been avoided. I prefer to stick to ethical behavior. It’s not always the fastest way, but in the long run, it builds a stronger foundation. I’d rather know I did something the right way than take the easy route and regret it later.",1042486.0,TRUE,9,survey-text,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,npi_clean_factor0_na_9_broad,"When I share stories, I usually get positive reactions. People often laugh, ask questions, or even share their own experiences. I think most people do enjoy hearing about personal stories, especially if they can relate or find something funny. But there are times when I get the feeling that some people are just being polite, nodding along without much excitement. It’s hard to tell for sure, but I think it’s a mix of both. Some stories connect better than others. As long as I feel like people are engaged, I keep sharing, but I try to notice if they’re genuinely interested or just being nice.",1042486.0,TRUE,10,survey-text,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,npi_clean_factor2_leadershipauthority_4_specific,"If I’m being honest, I’d probably feel a little motivated to step up if no one else is taking charge. I’m not someone who usually jumps into the spotlight, but if things are starting to get messy and it seems like no one else is gonna lead, I’d probably just go for it. I like getting things done, so if it meant organizing tasks and making sure everyone’s on the same page, I’d do it.

If someone else does step up, I’d be cool with following their lead, as long as they’re clear and know what they’re doing. I’m good at supporting others if they’ve got a solid plan.",1042486.0,TRUE,11,survey-text,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,srp_clean_factor1_interpersonalmanipulation_2_broad,"I think people can be easy to fool sometimes, but not because they’re dumb. It’s just that a lot of people want to trust others or believe the best in them. So, they might not always see when they’re being misled. Most of the time, people have good intentions, but they can still get tricked if they’re not careful.

Because of that, I try to be as honest as I can with people. I don’t want to manipulate anyone or use tricks to get ahead. I think it’s better to just be real with people and build trust that way.",1042486.0,TRUE,12,survey-text,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
ab907ef5e005,100,30/08/2025 13:08,1VPMCWEX,srp_clean_factor1_callousaffect_6_specific,"If my childhood friend reached out, I’d probably try to reconnect, even though things have changed. We had a close bond, and I’d feel bad just distancing myself without hearing him out. I’d listen to what he has to say and see if I can help in any way, even if it’s just offering advice or a listening ear. Sure, he might not be able to give much back right now, but friendship isn’t always about balance. Sometimes, it's about being there when someone needs it.

When a friendship starts to fade, I try to weigh whether the connection still feels meaningful. If it feels like it’s just drifting because of life changes, I might let it go. But if it still holds value, even if it’s just a smaller part of my life, I’d try to maintain it. It really depends on whether both people still want to make an effort, even if it’s in different ways.",1042486.0,TRUE,13,survey-text,172.58.3.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36"
